N1309,Bundesland,Gebietsname,Wahlberechtigte,Abgegebene,Ungültige,Gültige,SPÖ,ÖVP,FPÖ,BZÖ,GRÜNE,FRANK,NEOS,KPÖ,PIRAT,CPÖ,WANDL,M,EUAUS,SLP,Column
G50508,Salzburg,Sankt Margarethen im Lungau,590,415,7,408,126,109,103,8,29,14,11,1,7,,,,,,
G50509,Salzburg,Sankt Michael im Lungau,2746,1872,30,1842,507,514,467,62,121,107,57,3,4,,,,,,
G50510,Salzburg,Tamsweg,4576,2840,57,2783,522,885,771,111,261,135,75,15,8,,,,,,
G50511,Salzburg,Thomatal,280,218,3,215,46,54,77,7,14,10,3,2,2,,,,,,
G50512,Salzburg,Tweng,192,102,0,102,18,40,30,2,2,5,5,0,0,,,,,,
G50513,Salzburg,Unternberg,766,553,9,544,126,193,145,13,33,18,11,3,2,,,,,,
G50514,Salzburg,Weißpriach,258,207,2,205,55,71,51,5,14,7,1,1,0,,,,,,
G50515,Salzburg,Zederhaus,956,715,14,701,96,332,195,18,27,24,7,1,1,,,,,,
G50601,Salzburg,Bramberg am Wildkogel,3176,2193,76,2117,698,646,430,40,121,120,49,7,6,,,,,,
G50602,Salzburg,Bruck an der Großglocknerstraße,3359,2165,45,2120,571,422,625,47,240,122,66,10,17,,,,,,
G50603,Salzburg,Dienten am Hochkönig,615,470,22,448,140,167,98,11,11,11,9,0,1,,,,,,
G50604,Salzburg,Fusch an der Großglocknerstraße,540,405,14,391,87,116,107,15,34,19,9,2,2,,,,,,
G50605,Salzburg,Hollersbach im Pinzgau,891,687,19,668,173,264,122,15,45,38,9,0,2,,,,,,
G50606,Salzburg,Kaprun,2189,1410,27,1383,469,332,267,42,148,74,39,6,6,,,,,,
G50607,Salzburg,Krimml,656,439,12,427,130,154,79,8,17,27,10,2,0,,,,,,
G50608,Salzburg,Lend,1146,839,19,820,352,142,185,20,48,48,14,6,5,,,,,,
G50609,Salzburg,Leogang,2410,1810,59,1751,540,626,261,42,150,72,46,2,12,,,,,,
G50610,Salzburg,Lofer,1527,1030,31,999,167,351,232,26,129,49,41,0,4,,,,,,
G50611,Salzburg,Maishofen,2484,1653,35,1618,321,506,398,43,183,86,66,9,6,,,,,,
G50612,Salzburg,Maria Alm am Steinernen Meer,1556,1067,29,1038,187,385,230,29,89,68,45,2,3,,,,,,
G50613,Salzburg,Mittersill,3945,2569,50,2519,603,640,687,59,187,236,90,4,13,,,,,,
G50614,Salzburg,Neukirchen am Großvenediger,2042,1295,40,1255,378,373,253,28,83,75,50,8,7,,,,,,
G50615,Salzburg,Niedernsill,1989,1396,38,1358,362,330,385,31,121,73,50,1,5,,,,,,
G50616,Salzburg,Piesendorf,2801,1826,46,1780,410,517,431,48,180,116,51,12,15,,,,,,
G50617,Salzburg,Rauris,2408,1681,30,1651,318,549,465,61,108,100,34,5,11,,,,,,
G50618,Salzburg,Saalbach-Hinterglemm,2100,1402,24,1378,195,538,403,35,81,71,47,3,5,,,,,,
G50619,Salzburg,Saalfelden am Steinernen Meer,11897,7736,204,7532,2290,1448,1802,262,913,415,322,31,49,,,,,,
G50620,Salzburg,Sankt Martin bei Lofer,863,610,26,584,129,205,101,23,79,28,16,0,3,,,,,,
G50621,Salzburg,Stuhlfelden,1228,914,16,898,233,252,247,24,59,57,20,1,5,,,,,,
G50622,Salzburg,Taxenbach,2165,1508,37,1471,344,450,378,37,101,107,43,4,7,,,,,,
G50623,Salzburg,Unken,1458,1013,24,989,211,294,295,20,83,54,21,2,9,,,,,,
G50624,Salzburg,Uttendorf,2263,1578,50,1528,565,359,333,53,101,67,37,5,8,,,,,,
G50625,Salzburg,Viehhofen,454,310,3,307,54,72,128,8,19,18,8,0,0,,,,,,
G50626,Salzburg,Wald im Pinzgau,914,576,9,567,150,205,129,17,31,24,10,0,1,,,,,,
G50627,Salzburg,Weißbach bei Lofer,310,218,11,207,37,80,38,9,19,11,8,1,4,,,,,,
G50628,Salzburg,Zell am See,6678,4078,73,4005,1225,847,974,116,419,225,163,12,24,,,,,,
G60101,Steiermark,Graz(Stadt),196557,115273,1388,113885,21793,18370,23591,4486,23220,8432,7909,3971,1836,277,,,,,
G60301,Steiermark,Aibl,1177,795,10,785,132,256,228,39,40,71,13,0,1,5,,,,,
G60302,Steiermark,Deutschlandsberg,6655,3840,66,3774,1317,578,776,167,359,346,113,62,32,24,,,,,
G60303,Steiermark,Eibiswald,1187,760,13,747,196,153,193,54,51,71,17,3,6,3,,,,,
G60305,Steiermark,Frauental an der Laßnitz,2413,1546,21,1525,642,206,322,52,105,126,47,14,9,2,,,,,
G60306,Steiermark,Freiland bei Deutschlandsberg,124,90,3,87,11,27,26,3,7,10,2,0,1,0,,,,,
G60307,Steiermark,Bad Gams,1926,1256,22,1234,337,209,302,73,86,164,43,10,9,1,,,,,
G60308,Steiermark,Garanas,223,178,1,177,22,67,38,12,9,26,3,0,0,0,,,,,
G60309,Steiermark,Georgsberg,1239,892,23,869,120,216,241,60,66,116,40,4,3,3,,,,,
G60310,Steiermark,Greisdorf,844,597,4,593,94,184,151,24,39,72,24,3,2,0,,,,,
G60311,Steiermark,Gressenberg,241,170,0,170,40,48,44,6,6,20,4,1,1,0,,,,,
G60312,Steiermark,Groß Sankt Florian,2378,1547,24,1523,352,482,299,64,125,156,29,6,4,6,,,,,
G60313,Steiermark,Großradl,1190,842,24,818,162,218,261,50,20,95,5,1,4,2,,,,,
G60314,Steiermark,Gundersdorf,342,241,1,240,42,65,68,6,18,32,5,1,3,0,,,,,
G60315,Steiermark,Hollenegg,1780,1225,18,1207,374,205,334,55,59,129,38,9,1,3,,,,,
G60316,Steiermark,Kloster,167,119,1,118,28,30,24,7,9,19,0,0,1,0,,,,,
G60318,Steiermark,Lannach,2726,1792,31,1761,391,303,477,83,157,225,78,26,13,8,,,,,
G60319,Steiermark,Limberg bei Wies,767,517,4,513,194,59,152,14,20,54,13,3,4,0,,,,,
G60320,Steiermark,Marhof,901,633,14,619,125,110,185,40,49,92,16,2,0,0,,,,,
G60321,Steiermark,Osterwitz,123,92,0,92,18,25,16,7,3,16,4,1,1,1,,,,,
G60322,Steiermark,Pitschgau,1321,881,16,865,326,164,227,20,26,86,8,4,3,1,,,,,
G60323,Steiermark,Pölfing-Brunn,1397,887,9,878,325,143,235,37,44,70,17,5,2,0,,,,,
G60324,Steiermark,Preding,1434,918,18,900,236,181,240,29,66,108,24,10,4,2,,,,,
G60325,Steiermark,Rassach,1182,773,21,752,124,214,195,35,59,89,23,6,5,2,,,,,
G60326,Steiermark,Sankt Josef (Weststeiermark),1171,851,13,838,193,198,211,23,77,92,24,11,5,4,,,,,
G60327,Steiermark,Sankt Martin im Sulmtal,1511,1047,17,1030,201,266,292,41,57,145,20,2,4,2,,,,,
G60328,Steiermark,Sankt Oswald ob Eibiswald,469,292,2,290,83,66,84,7,9,25,13,2,1,0,,,,,
G60329,Steiermark,Sankt Peter im Sulmtal,1123,719,18,701,150,183,213,29,43,64,13,3,1,2,,,,,
G60330,Steiermark,Sankt Stefan ob Stainz,1815,1211,20,1191,248,266,322,49,84,146,44,12,4,16,,,,,
G60331,Steiermark,Schwanberg,1688,1142,24,1118,369,201,267,39,96,107,23,7,6,3,,,,,
G60332,Steiermark,Soboth,289,207,9,198,82,46,37,6,10,15,0,1,1,0,,,,,
G60333,Steiermark,Stainz,2070,1270,17,1253,261,274,293,72,122,145,51,19,11,5,,,,,
G60334,Steiermark,Stainztal,1190,812,20,792,165,193,232,21,56,90,20,4,6,5,,,,,
G60335,Steiermark,Stallhof,437,293,9,284,83,31,88,9,28,32,7,3,1,2,,,,,
G60336,Steiermark,Sulmeck-Greith,1162,844,14,830,235,215,194,28,34,91,21,7,1,4,,,,,
G60338,Steiermark,Trahütten,331,215,4,211,40,59,61,7,14,21,5,1,3,0,,,,,
G60339,Steiermark,Unterbergla,1138,773,12,761,169,215,211,26,23,83,19,11,2,2,,,,,
G60340,Steiermark,Wernersdorf,537,363,4,359,82,83,105,25,14,38,9,0,2,1,,,,,
G60341,Steiermark,Wettmannstätten,1293,894,14,880,214,231,234,26,38,94,25,6,6,6,,,,,
G60342,Steiermark,Wielfresen,496,342,4,338,63,112,101,10,15,30,4,3,0,0,,,,,
G60343,Steiermark,Wies,1960,1268,14,1254,345,305,328,54,70,107,24,8,8,5,,,,,
G60601,Steiermark,Attendorf,1514,964,14,950,173,194,267,47,106,99,43,13,6,2,,,,,
G60602,Steiermark,Brodingberg,1042,764,12,752,93,129,217,22,74,157,38,12,4,6,,,,,
G60603,Steiermark,Deutschfeistritz,3047,2072,27,2045,511,329,667,89,127,203,58,38,20,3,,,,,
G60604,Steiermark,Dobl,1354,942,17,925,120,269,267,42,70,90,46,7,9,5,,,,,
G60605,Steiermark,Edelsgrub,568,387,11,376,51,92,105,15,39,50,13,8,2,1,,,,,
G60606,Steiermark,Eggersdorf bei Graz,1674,1124,19,1105,199,248,282,47,127,140,35,10,9,8,,,,,
G60607,Steiermark,Eisbach,2411,1809,16,1793,429,282,541,75,202,163,60,19,17,5,,,,,
G60608,Steiermark,Feldkirchen bei Graz,4280,2604,14,2590,576,422,853,97,213,291,72,40,22,4,,,,,
G60609,Steiermark,Fernitz,2695,1849,23,1826,370,431,469,66,176,200,72,26,8,8,,,,,
G60610,Steiermark,Frohnleiten,4932,3484,66,3418,1239,477,789,129,288,293,122,39,30,12,,,,,
G60611,Steiermark,Gössendorf,3004,1956,11,1945,464,278,640,94,163,182,77,27,14,6,,,,,
G60612,Steiermark,Grambach,1369,992,12,980,217,188,252,41,126,90,46,11,7,2,,,,,
G60613,Steiermark,Gratkorn,6169,3960,42,3918,1196,398,1275,118,346,375,116,69,21,4,,,,,
G60614,Steiermark,Gratwein,2966,2065,20,2045,626,163,599,88,230,194,85,34,19,7,,,,,
G60615,Steiermark,Großstübing,294,219,1,218,43,75,66,7,4,13,2,6,2,0,,,,,
G60616,Steiermark,Gschnaidt,293,188,0,188,21,54,91,5,4,11,1,1,0,0,,,,,
G60617,Steiermark,Hart bei Graz,3685,2417,28,2389,511,390,480,112,424,236,157,46,24,9,,,,,
G60618,Steiermark,Haselsdorf-Tobelbad,1132,745,8,737,235,106,181,30,64,77,30,8,4,2,,,,,
G60619,Steiermark,Hausmannstätten,2351,1606,17,1589,297,362,329,63,220,206,81,14,12,5,,,,,
G60620,Steiermark,Hitzendorf,2996,2080,26,2054,444,473,540,70,205,216,70,24,10,2,,,,,
G60621,Steiermark,Höf-Präbach,1127,840,25,815,127,84,220,41,98,117,80,18,13,17,,,,,
G60622,Steiermark,Judendorf-Straßengel,4646,3222,34,3188,881,385,810,143,407,275,163,76,32,16,,,,,
G60623,Steiermark,Kainbach bei Graz,2284,1320,28,1292,210,329,275,40,194,126,58,37,15,8,,,,,
G60624,Steiermark,Kalsdorf bei Graz,4562,2809,40,2769,734,398,910,77,204,300,87,31,20,8,,,,,
G60625,Steiermark,Krumegg,1199,822,8,814,106,237,189,45,54,137,31,7,5,3,,,,,
G60626,Steiermark,Kumberg,2962,1965,25,1940,240,373,398,91,338,341,108,26,13,12,,,,,
G60627,Steiermark,Langegg bei Graz,686,486,9,477,73,144,97,31,40,61,19,7,3,2,,,,,
G60628,Steiermark,Laßnitzhöhe,2149,1428,28,1400,255,307,256,72,235,143,81,24,22,5,,,,,
G60629,Steiermark,Lieboch,3909,2461,29,2432,653,307,679,120,251,259,99,37,16,11,,,,,
G60630,Steiermark,Mellach,1028,716,9,707,143,108,236,36,67,84,15,10,7,1,,,,,
G60631,Steiermark,Nestelbach bei Graz,927,640,8,632,102,141,174,35,64,66,31,8,9,2,,,,,
G60632,Steiermark,Peggau,1652,1100,11,1089,305,128,392,30,64,104,31,23,7,5,,,,,
G60633,Steiermark,Pirka,2591,1709,14,1695,383,218,530,90,140,199,87,26,18,4,,,,,
G60634,Steiermark,Hart-Purgstall,1338,930,15,915,111,193,265,42,63,166,37,23,5,10,,,,,
G60635,Steiermark,Raaba,1724,1220,11,1209,288,219,307,57,140,105,59,23,8,3,,,,,
G60636,Steiermark,Röthelstein,173,141,0,141,34,28,44,7,11,13,1,2,0,1,,,,,
G60637,Steiermark,Rohrbach-Steinberg,1191,808,8,800,198,133,245,25,72,88,20,10,6,3,,,,,
G60639,Steiermark,Sankt Bartholomä,1143,803,9,794,166,233,190,30,61,85,17,8,4,0,,,,,
G60640,Steiermark,Sankt Marein bei Graz,1086,739,14,725,99,162,166,29,112,90,33,19,6,9,,,,,
G60641,Steiermark,Sankt Oswald bei Plankenwarth,1030,683,8,675,210,123,156,15,63,67,29,10,2,0,,,,,
G60642,Steiermark,Sankt Radegund bei Graz,1711,1108,21,1087,220,244,196,49,182,115,46,27,7,1,,,,,
G60643,Steiermark,Schrems bei Frohnleiten,482,363,2,361,88,84,97,23,27,28,11,1,0,2,,,,,
G60644,Steiermark,Seiersberg,5678,3784,53,3731,891,528,983,205,416,377,206,79,32,14,,,,,
G60645,Steiermark,Semriach,2604,1863,20,1843,302,553,586,60,104,155,53,17,7,6,,,,,
G60646,Steiermark,Stattegg,2235,1510,17,1493,262,320,322,53,259,138,85,28,22,4,,,,,
G60647,Steiermark,Stiwoll,599,440,5,435,109,97,130,15,28,39,10,6,0,1,,,,,
G60648,Steiermark,Thal,1760,1207,17,1190,289,180,313,34,183,102,56,16,15,2,,,,,
G60649,Steiermark,Tulwitz,424,340,3,337,44,158,58,13,12,36,11,3,1,1,,,,,
G60650,Steiermark,Tyrnau,123,95,4,91,20,35,23,1,4,5,2,1,0,0,,,,,
G60651,Steiermark,Übelbach,1733,1176,13,1163,348,312,287,36,54,77,25,14,10,0,,,,,
G60652,Steiermark,Unterpremstätten,3133,1864,25,1839,384,336,548,60,199,195,82,17,14,4,,,,,
G60653,Steiermark,Vasoldsberg,3488,2379,30,2349,413,452,701,120,226,314,78,20,17,8,,,,,
G60654,Steiermark,Weinitzen,2123,1406,12,1394,206,283,345,46,187,207,75,21,19,5,,,,,
G60655,Steiermark,Werndorf,1779,1210,20,1190,358,175,338,54,69,133,41,12,10,0,,,,,
G60656,Steiermark,Wundschuh,1236,978,22,956,154,372,217,42,57,70,26,9,5,4,,,,,
G60657,Steiermark,Zettling,1228,856,13,843,141,179,302,51,47,90,13,16,3,1,,,,,
G60658,Steiermark,Zwaring-Pöls,1239,951,19,932,119,383,229,31,49,78,20,12,9,2,,,,,
G61001,Steiermark,Allerheiligen bei Wildon,1195,805,17,788,118,236,197,25,88,92,23,5,4,0,,,,,
G61002,Steiermark,Arnfels,864,547,5,542,117,141,152,12,31,59,26,1,3,0,,,,,
G61003,Steiermark,Berghausen,519,328,4,324,83,63,114,11,10,26,14,1,2,0,,,,,
G61004,Steiermark,Breitenfeld am Tannenriegel,175,139,3,136,20,46,48,6,4,11,1,0,0,0,,,,,
G61005,Steiermark,Ehrenhausen,855,549,5,544,167,120,140,11,34,55,15,1,1,0,,,,,
G61006,Steiermark,Eichberg-Trautenburg,652,472,5,467,61,157,159,15,11,50,6,3,3,2,,,,,
G61007,Steiermark,Empersdorf,1096,800,15,785,130,190,240,34,50,93,23,13,4,8,,,,,
G61008,Steiermark,Gabersdorf,937,634,14,620,79,227,185,20,26,67,9,2,4,1,,,,,
G61009,Steiermark,Gamlitz,2592,1815,31,1784,472,487,507,43,56,164,31,7,12,5,,,,,
G61010,Steiermark,Glanz an der Weinstraße,1148,698,12,686,103,202,220,32,25,88,13,2,1,0,,,,,
G61011,Steiermark,Gleinstätten,1176,802,13,789,158,239,205,27,48,88,16,4,2,2,,,,,
G61012,Steiermark,Gralla,1704,1164,12,1152,392,150,363,37,56,109,29,10,6,0,,,,,
G61013,Steiermark,Großklein,1894,1302,12,1290,246,344,402,45,77,131,32,6,3,4,,,,,
G61014,Steiermark,Hainsdorf im Schwarzautal,241,187,2,185,20,80,45,7,7,25,1,0,0,0,,,,,
G61015,Steiermark,Heiligenkreuz am Waasen,1571,1010,17,993,157,253,272,31,89,141,31,10,5,4,,,,,
G61016,Steiermark,Heimschuh,1658,1168,19,1149,261,297,318,59,57,120,27,6,4,0,,,,,
G61017,Steiermark,Hengsberg,1149,775,17,758,153,191,225,25,58,77,13,5,6,5,,,,,
G61018,Steiermark,Kaindorf an der Sulm,2106,1279,19,1260,396,224,341,35,84,133,29,11,6,1,,,,,
G61019,Steiermark,Kitzeck im Sausal,1019,720,7,713,154,161,255,16,33,79,7,1,7,0,,,,,
G61020,Steiermark,Lang,1001,762,13,749,164,268,159,18,63,54,16,3,4,0,,,,,
G61021,Steiermark,Lebring-Sankt Margarethen,1655,1092,14,1078,279,296,231,40,69,109,34,14,3,3,,,,,
G61022,Steiermark,Leibnitz,6174,3980,40,3940,1209,564,1000,134,383,399,168,43,33,7,,,,,
G61023,Steiermark,Leutschach,454,249,3,246,40,69,86,18,10,19,2,1,1,0,,,,,
G61024,Steiermark,Oberhaag,1845,1250,12,1238,284,375,350,50,32,122,18,4,2,1,,,,,
G61025,Steiermark,Obervogau,680,458,9,449,138,89,117,13,23,49,15,3,1,1,,,,,
G61026,Steiermark,Pistorf,1190,773,7,766,197,183,214,28,34,93,14,2,1,0,,,,,
G61027,Steiermark,Ragnitz,1237,841,12,829,136,215,288,34,46,84,14,7,2,3,,,,,
G61028,Steiermark,Ratsch an der Weinstraße,343,270,4,266,84,71,52,10,12,21,12,4,0,0,,,,,
G61029,Steiermark,Retznei,341,219,3,216,110,19,54,4,4,20,3,1,1,0,,,,,
G61030,Steiermark,Sankt Andrä-Höch,1486,945,10,935,197,222,293,21,35,141,15,6,5,0,,,,,
G61031,Steiermark,Sankt Georgen an der Stiefing,902,604,8,596,95,192,137,18,51,84,11,2,5,1,,,,,
G61032,Steiermark,Sankt Johann im Saggautal,1739,1182,19,1163,248,309,371,37,47,114,29,5,2,1,,,,,
G61033,Steiermark,Sankt Nikolai im Sausal,1898,1245,20,1225,329,279,309,58,75,131,30,8,5,1,,,,,
G61034,Steiermark,Sankt Nikolai ob Draßling,872,619,9,610,115,229,135,22,25,65,15,0,4,0,,,,,
G61035,Steiermark,Sankt Ulrich am Waasen,634,461,8,453,88,84,138,24,28,52,24,11,0,4,,,,,
G61036,Steiermark,Sankt Veit am Vogau,1592,1193,13,1180,226,399,327,37,42,111,20,3,10,5,,,,,
G61037,Steiermark,Schloßberg,888,590,12,578,89,228,153,14,25,53,9,4,3,0,,,,,
G61038,Steiermark,Seggauberg,808,580,15,565,110,134,150,33,45,57,26,4,3,3,,,,,
G61039,Steiermark,Spielfeld,776,522,11,511,177,73,145,19,17,55,16,3,4,2,,,,,
G61040,Steiermark,Stocking,1194,858,18,840,152,219,224,27,75,94,34,6,3,6,,,,,
G61041,Steiermark,Straß in Steiermark,1383,899,8,891,185,226,267,30,47,89,29,7,10,1,,,,,
G61042,Steiermark,Sulztal an der Weinstraße,108,69,0,69,10,19,13,6,7,9,2,2,1,0,,,,,
G61043,Steiermark,Tillmitsch,2684,1710,21,1689,510,254,500,62,100,201,49,8,3,2,,,,,
G61044,Steiermark,Vogau,887,600,6,594,160,123,184,22,29,53,10,2,5,6,,,,,
G61045,Steiermark,Wagna,4313,2899,40,2859,1033,402,747,103,202,262,80,15,13,2,,,,,
G61046,Steiermark,Weitendorf,1238,840,9,831,241,194,219,23,54,70,16,9,4,1,,,,,
G61047,Steiermark,Wildon,2082,1286,17,1269,262,200,364,48,165,147,47,12,16,8,,,,,
G61048,Steiermark,Wolfsberg im Schwarzautal,665,466,7,459,84,180,97,19,28,33,13,1,4,0,,,,,
G61101,Steiermark,Eisenerz,4140,2742,23,2719,1306,282,547,68,123,170,72,133,15,3,,,,,
G61104,Steiermark,Hieflau,678,487,3,484,287,29,67,13,27,45,8,7,1,0,,,,,
G61105,Steiermark,Kalwang,890,632,5,627,161,143,186,20,31,60,15,7,4,0,,,,,
G61106,Steiermark,Kammern im Liesingtal,1395,937,24,913,260,192,253,35,40,82,43,6,2,0,,,,,
G61107,Steiermark,Kraubath an der Mur,1125,823,4,819,215,198,200,30,56,82,22,12,3,1,,,,,
G61108,Steiermark,Leoben,19387,11809,130,11679,4030,1099,3400,449,872,839,449,445,76,20,,,,,
G61109,Steiermark,Mautern in Steiermark,1539,1091,10,1081,284,300,290,30,61,73,23,14,5,1,,,,,
G61110,Steiermark,Niklasdorf,2098,1401,9,1392,554,145,400,52,79,92,28,32,10,0,,,,,
G61111,Steiermark,Proleb,1359,984,17,967,325,132,256,30,86,84,26,22,4,2,,,,,
G61112,Steiermark,Radmer,576,398,5,393,184,82,79,10,11,20,4,3,0,0,,,,,
G61113,Steiermark,Sankt Michael in Obersteiermark,2541,1788,13,1775,655,218,520,69,105,131,34,39,1,3,,,,,
G61114,Steiermark,Sankt Peter-Freienstein,2011,1382,8,1374,432,208,400,48,69,143,33,33,4,4,,,,,
G61115,Steiermark,Sankt Stefan ob Leoben,1675,1235,9,1226,420,192,368,32,62,102,20,20,5,5,,,,,
G61116,Steiermark,Traboch,1161,830,10,820,241,146,255,30,27,86,26,5,2,2,,,,,
G61118,Steiermark,Vordernberg,894,627,6,621,303,32,133,26,31,59,2,26,9,0,,,,,
G61119,Steiermark,Wald am Schoberpaß,497,345,2,343,116,82,87,10,5,31,6,3,1,2,,,,,
G61120,Steiermark,Trofaiach,9562,6746,65,6681,2303,749,1858,278,465,521,198,265,34,10,,,,,
G61201,Steiermark,Admont,2038,1176,19,1157,378,200,301,36,78,104,33,9,10,8,,,,,
G61202,Steiermark,Aich,716,518,11,507,75,188,123,26,34,44,16,0,1,0,,,,,
G61203,Steiermark,Aigen im Ennstal,2117,1480,32,1448,313,352,396,56,117,158,39,9,6,2,,,,,
G61204,Steiermark,Altaussee,1517,956,24,932,313,249,118,24,84,77,50,10,7,0,,,,,
G61205,Steiermark,Altenmarkt bei Sankt Gallen,693,463,15,448,220,69,74,11,33,16,19,5,1,0,,,,,
G61206,Steiermark,Ardning,1020,693,6,687,253,127,190,18,33,36,17,4,4,5,,,,,
G61207,Steiermark,Bad Aussee,3760,2234,65,2169,685,482,329,91,289,152,90,35,13,3,,,,,
G61208,Steiermark,Donnersbach,892,636,23,613,86,218,167,23,33,65,16,3,1,1,,,,,
G61209,Steiermark,Donnersbachwald,279,162,6,156,62,36,32,8,4,11,1,0,1,1,,,,,
G61210,Steiermark,Gaishorn am See,854,599,9,590,185,111,144,16,42,65,15,7,4,1,,,,,
G61211,Steiermark,Gams bei Hieflau,475,351,9,342,90,66,107,21,12,40,6,0,0,0,,,,,
G61212,Steiermark,Gössenberg,224,157,0,157,13,93,24,9,5,9,4,0,0,0,,,,,
G61213,Steiermark,Gröbming,2123,1412,29,1383,315,310,364,41,132,120,78,8,7,8,,,,,
G61214,Steiermark,Großsölk,401,289,8,281,63,84,64,12,10,28,12,7,0,1,,,,,
G61215,Steiermark,Grundlsee,1078,657,11,646,195,164,96,30,62,50,32,11,6,0,,,,,
G61216,Steiermark,Hall,1492,983,23,960,359,152,223,36,90,52,35,10,3,0,,,,,
G61217,Steiermark,Haus,1955,1311,31,1280,248,407,316,58,80,129,31,4,1,6,,,,,
G61218,Steiermark,Irdning,2226,1463,27,1436,231,376,396,62,155,119,74,12,7,4,,,,,
G61219,Steiermark,Johnsbach,117,87,2,85,17,47,4,4,5,2,5,0,1,0,,,,,
G61220,Steiermark,Kleinsölk,480,373,16,357,54,136,105,8,10,28,10,4,1,1,,,,,
G61221,Steiermark,Landl,1076,747,16,731,321,141,130,34,23,54,12,13,2,1,,,,,
G61222,Steiermark,Lassing,1382,927,13,914,177,272,285,27,55,65,18,5,8,2,,,,,
G61223,Steiermark,Liezen,5213,3274,42,3232,1084,500,812,109,282,257,125,37,20,6,,,,,
G61224,Steiermark,Michaelerberg,434,281,8,273,76,70,68,15,16,11,10,4,3,0,,,,,
G61225,Steiermark,Mitterberg,909,632,22,610,151,147,142,43,44,60,19,0,3,1,,,,,
G61226,Steiermark,Bad Mitterndorf,2419,1474,25,1449,319,326,400,66,110,137,52,25,7,7,,,,,
G61227,Steiermark,Niederöblarn,467,347,19,328,70,90,80,12,30,30,10,3,1,2,,,,,
G61228,Steiermark,Öblarn,1124,703,15,688,175,155,168,28,61,67,19,7,3,5,,,,,
G61229,Steiermark,Oppenberg,209,159,2,157,23,52,51,9,3,15,2,1,1,0,,,,,
G61230,Steiermark,Palfau,340,248,10,238,111,61,26,8,9,12,9,1,1,0,,,,,
G61232,Steiermark,Pichl-Preunegg,714,565,15,550,21,25,238,60,52,84,43,11,7,9,,,,,
G61233,Steiermark,Pichl-Kainisch,613,441,8,433,29,48,121,46,73,50,35,17,9,5,,,,,
G61234,Steiermark,Pruggern,478,354,9,345,69,129,73,11,21,32,8,0,1,1,,,,,
G61235,Steiermark,Pürgg-Trautenfels,745,521,6,515,74,219,116,20,25,28,16,10,6,1,,,,,
G61236,Steiermark,Ramsau am Dachstein,2106,1377,37,1340,144,333,413,123,128,118,56,5,10,10,,,,,
G61237,Steiermark,Rohrmoos-Untertal,1085,803,10,793,36,120,330,73,80,85,53,4,5,7,,,,,
G61238,Steiermark,Rottenmann,4017,2669,44,2625,927,365,628,84,249,248,58,37,25,4,,,,,
G61239,Steiermark,Sankt Gallen,1191,821,14,807,287,180,156,27,60,57,31,3,5,1,,,,,
G61240,Steiermark,Sankt Martin am Grimming,607,406,12,394,58,150,102,20,16,27,12,6,3,0,,,,,
G61241,Steiermark,Sankt Nikolai im Sölktal,394,266,8,258,53,48,77,12,18,25,21,1,2,1,,,,,
G61242,Steiermark,Schladming,3335,2100,31,2069,453,510,527,92,187,164,94,13,20,9,,,,,
G61243,Steiermark,Selzthal,1402,949,17,932,542,63,177,27,54,40,15,5,7,2,,,,,
G61244,Steiermark,Stainach,1501,978,14,964,323,199,171,28,81,111,30,10,7,4,,,,,
G61245,Steiermark,Tauplitz,795,523,22,501,107,73,192,23,28,52,17,6,1,2,,,,,
G61246,Steiermark,Treglwang,305,219,10,209,50,48,56,7,20,18,6,3,1,0,,,,,
G61247,Steiermark,Trieben,2838,1873,37,1836,822,153,452,48,84,188,41,29,15,4,,,,,
G61248,Steiermark,Weißenbach an der Enns,397,277,9,268,105,60,58,10,14,16,0,3,2,0,,,,,
G61249,Steiermark,Weißenbach bei Liezen,971,654,10,644,130,79,206,39,79,59,32,13,6,1,,,,,
G61250,Steiermark,Weng im Gesäuse,487,328,4,324,101,82,73,10,26,23,5,4,0,0,,,,,
G61251,Steiermark,Wildalpen,449,328,4,324,165,68,53,5,13,10,4,5,1,0,,,,,
G61252,Steiermark,Wörschach,940,676,8,668,170,190,146,22,59,42,19,10,6,4,,,,,
G61401,Steiermark,Dürnstein in der Steiermark,239,173,5,168,50,26,33,30,7,12,6,1,2,1,,,,,
G61403,Steiermark,Frojach-Katsch,938,677,17,660,151,129,243,30,21,61,17,1,3,4,,,,,
G61404,Steiermark,Krakaudorf,545,387,15,372,86,132,95,15,17,23,1,1,1,1,,,,,
G61405,Steiermark,Krakauhintermühlen,454,362,3,359,86,155,70,13,18,10,6,0,1,0,,,,,
G61406,Steiermark,Krakauschatten,251,191,3,188,30,74,52,6,9,10,4,0,3,0,,,,,
G61407,Steiermark,Kulm am Zirbitz,273,202,5,197,29,75,48,17,11,13,4,0,0,0,,,,,
G61408,Steiermark,Laßnitz bei Murau,869,575,8,567,73,186,125,69,34,49,21,7,2,1,,,,,
G61409,Steiermark,Mariahof,1117,753,16,737,188,199,163,51,55,53,18,3,6,1,,,,,
G61410,Steiermark,Mühlen,792,581,8,573,188,97,133,61,38,45,8,2,1,0,,,,,
G61411,Steiermark,Murau,1851,1121,13,1108,182,406,225,66,91,77,44,5,12,0,,,,,
G61412,Steiermark,Neumarkt in Steiermark,1487,1021,8,1013,252,148,276,94,88,103,37,7,7,1,,,,,
